word,length,freq,log_freq,concreteness,pos
drive,5,"171,708",12.054,3.86,NN|VB
hard,4,"176,370",12.08,3.76,JJ|RB
above,5,"177,919",12.089,3.33,minor|JJ|NN
big,3,"178,681",12.093,3.66,JJ
show,4,"178,842",12.094,3.97,VB|NN
human,5,"180,168",12.102,4.93,JJ|NN
John,4,"181,799",12.111,3.48,NN
high,4,"185,510",12.131,3.46,JJ|RB|NN
man,3,"188,876",12.149,4.79,NN|VB
home,4,"190,434",12.157,4.11,NN|VB|RB
book,4,"190,905",12.16,4.9,NN|VB
place,5,"195,199",12.182,3.48,NN|VB
course,6,"195,947",12.186,3.82,NN|VB
game,4,"197,271",12.192,4.5,NN|VB
state,5,"199,232",12.202,3.52,NN|VB
case,4,"199,506",12.204,3.93,NN|VB
data,4,"203,945",12.226,3.93,NN
money,5,"209,588",12.253,4.54,NN
address,7,"221,551",12.308,3.89,NN
card,4,"222,822",12.314,4.9,NN
run,3,"223,338",12.316,4.31,VB|NN
looking,7,"226,966",12.333,3.53,VB|NN
end,3,"227,504",12.335,3.14,NN|VB
lot,3,"232,888",12.358,3.7,NN
day,3,"239,111",12.385,3.92,NN
line,4,"239,804",12.388,4.5,NN|VB
program,7,"241,495",12.395,3.43,NN|VB
call,4,"241,962",12.397,4,VB|NN
thing,5,"243,604",12.403,3.17,NN
year,4,"246,566",12.415,3.25,NN
message,7,"247,136",12.418,3.97,NN
part,4,"249,067",12.425,3.29,NN|VB
under,5,"250,435",12.431,3.45,minor|RB|JJ
someone,7,"255,347",12.45,3.71,NN
point,5,"256,288",12.454,3.39,NN|VB
mail,4,"260,346",12.47,4.69,NN|VB
long,4,"273,917",12.521,3.18,JJ|RB|NN|VB
post,4,"275,951",12.528,4.3,NN|VB|JJ
number,6,"283,001",12.553,3.3,NN|VB
group,5,"284,243",12.558,4.12,NN|VB
set,3,"288,326",12.572,3.41,VB|NN|JJ
little,6,"288,496",12.572,3.67,JJ|RB|NN
read,4,"289,582",12.576,3.56,VB|NN
last,4,"291,284",12.582,3.04,JJ|NN|VB|RB
down,4,"293,731",12.59,3.52,RB|minor|JJ|NN
world,5,"295,523",12.597,4.36,NN
name,4,"297,695",12.604,3.5,NN|VB
file,4,"311,710",12.65,4.41,NN|VB
list,4,"317,096",12.667,4.43,NN|VB
take,4,"330,816",12.709,3.06,VB|NN
still,5,"363,407",12.803,3.46,RB|JJ|NN|VB
him,3,"368,957",12.818,3.54,minor
right,5,"388,384",12.87,3.47,NN|JJ|RB|VB
back,4,"393,090",12.882,4.33,RB|JJ|NN|VB
work,4,"451,298",13.02,3.48,NN|VB
two,3,"456,473",13.031,4.18,minor|NN
here,4,"477,382",13.076,3.13,RB|NN
she,3,"488,052",13.098,3.36,minor
may,3,"536,229",13.192,3,VB|NN
well,4,"552,532",13.222,3.33,RB|minor|JJ|NN|VB
see,3,"580,882",13.272,3.21,VB
her,3,"594,844",13.296,3,minor
people,6,"768,168",13.552,4.82,NN|VB
time,4,"788,823",13.578,3.07,NN|VB
them,4,"801,560",13.594,3.04,minor
his,3,"842,727",13.644,3.14,minor
their,5,"844,722",13.647,3.34,minor
article,7,"861,595",13.667,4.33,NN
wrote,5,"1,028,146",13.843,3.55,VB
one,3,"1,428,618",14.172,3.97,minor|NN
can,3,"1,625,073",14.301,4.55,VB|NN
you,3,"5,030,485",15.431,4.11,minor
